,review_id,sentiment,label_id,input_ids,review_body,date
519,8459,-1,0,"[0, 29287, 16170, 3195, 1437, 1521, 8, 2564, 4, 1437, 53, 939, 1705, 75, 2067, 7, 120, 24, 160, 4, 1437, 939, 218, 75, 33, 5685, 3024, 8, 218, 75, 6001, 655, 2057, 10, 8443, 15, 14, 1299, 101, 3689, 24787, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",Beautiful color  design and fit.  but i couldn't wait to get it off.  i don't have sensitive skin and don't recall ever putting a jacket on that felt like steel wool.,2021-04-23T00:33:35Z
520,16315,1,2,"[0, 25101, 3473, 4, 657, 5, 1490, 12, 179, 14187, 4, 24, 10698, 29213, 1437, 53, 939, 218, 75, 101, 932, 17014, 98, 24, 1364, 13, 162, 4, 5933, 16, 2051, 1437, 939, 115, 2773, 3568, 24, 7, 173, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",Very comfortable. love the built-in lining. it fits loosely  but i don't like anything binding so it works for me. length is fine  i could easily wear it to work.,2021-04-23T00:33:35Z
521,13204,-1,0,"[0, 100, 2638, 960, 59, 42, 3588, 4, 5, 2564, 1437, 5, 2496, 8, 5, 1460, 7, 3568, 11, 5, 1136, 4, 939, 5328, 24, 683, 1437, 15158, 24, 11, 16634, 73, 4539, 12, 31441, 4943, 1437, 11, 2569, 514, 8, 4976, 24, 66, 3269, 7, 3841, 12, 228, 5, 9223, 12, 8, 24, 15383, 3153, 23, 513, 10, 455, 1836, 4, 24, 18, 164, 124, 4, 939, 524, 98, 5074, 1437, 25, 939, 26, 656, 1437, 939, 269, 2638, 42, 3588, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",I loved everything about this dress. the fit  the style and the ability to wear in the fall. i wore it once  washed it in gentle/hand-wash cycle  in cold water and laid it out flat to dry- per the instructions- and it shrank at least a full size. it's going back. i am so sad  as i said earlier  i really loved this dress.,2021-04-23T00:33:35Z
522,2491,-1,0,"[0, 243, 18, 10, 11962, 299, 53, 683, 939, 15158, 11, 2569, 514, 8, 4976, 3269, 7, 3841, 24, 28704, 8, 685, 24, 18, 3989, 4, 182, 5779, 4, 939, 524, 164, 7, 671, 299, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",It's a cute top but once i washed in cold water and laid flat to dry it shrunk and lost it's shape. very disappointed. i am going to return top.,2021-04-23T00:33:35Z
523,7103,-1,0,"[0, 4148, 162, 1437, 42, 299, 16, 4940, 6664, 35187, 8, 2233, 219, 4, 939, 524, 195, 108, 466, 1437, 2631, 16134, 8, 5, 2576, 10601, 15, 162, 101, 10, 3267, 7771, 9211, 4, 45, 15898, 23, 70, 4, 939, 2740, 10, 739, 5579, 3654, 145, 686, 9, 2564, 4, 939, 33, 10, 3269, 9377, 8, 24, 95, 10601, 17220, 219, 5858, 4, 10728, 1437, 13, 5, 425, 8, 2564, 1437, 939, 1979, 75, 1701, 10, 4761, 4, 939, 206, 24, 74, 10, 29826, 357, 53, 45, 966, 5, 425, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",On me  this top is totally frumpy and boxy. i am 5'9  34dd and the bottom hung on me like a bedskirt. not fitted at all. i ordered a large--not being sure of fit. i have a flat stomach and it just hung....yuck. honestly  for the price and fit  i wouldn't consider a medium. i think it would a tad better but not worth the price.,2021-04-23T00:33:35Z
524,15190,-1,0,"[0, 26402, 19051, 4832, 38203, 42, 299, 34, 10, 2233, 219, 3989, 8, 1415, 101, 10, 7983, 475, 3036, 475, 3036, 15, 162, 4, 939, 33, 10, 1122, 3989, 25, 5, 1421, 8, 24, 1415, 1085, 101, 14, 15, 162, 4, 741, 22539, 328, 939, 6640, 5, 1318, 8, 2408, 36, 3654, 350, 2016, 3486, 350, 1109, 43, 53, 3989, 16, 29747, 24203, 4, 24, 18, 164, 124, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",Disappointed :-( this top has a boxy shape and looked like a mini moo moo on me. i have a similar shape as the model and it looked nothing like that on me. bummer! i liked the quality and weight (not too heavy nor too light) but shape is unflattering. it's going back.,2021-04-23T00:33:35Z
525,18580,0,1,"[0, 100, 2740, 42, 326, 7363, 42041, 11, 1104, 8, 21, 182, 3911, 7, 465, 14, 5, 1468, 16, 98, 7174, 8, 25665, 5144, 24, 18, 11708, 4, 939, 40, 2299, 33, 7, 3568, 10, 1104, 11021, 354, 4104, 223, 42, 358, 86, 939, 3568, 24, 1437, 190, 77, 634, 24, 25, 10, 4477, 2961, 2125, 4, 24, 1302, 7, 422, 1528, 7, 1836, 114, 45, 10, 410, 650, 4, 5, 5397, 16, 2679, 142, 24, 16, 98, 1109, 8, 44184, 734, 6968, 64, 9160, 484, 1319, 4, 24, 630, 75, 946, 1026, 157, 1437, 600, 4, 939, 40, 144, 533, 489, 24, 53, 40, 393, 3568, 24, 396, 402, 258, 223, 8, 35633, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",I ordered this turtleneck in white and was very surprised to find that the material is so thin and gauzy it's sheer. i will definitely have to wear a white camisole under this every time i wear it  even when using it as a layering piece. it seems to run true to size if not a little small. the neck is interesting because it is so light and floppy...you can adjust several ways. it doesn't hold form well  though. i will most likely keep it but will never wear it without something both under and ove,2021-04-23T00:33:35Z
526,13264,0,1,"[0, 713, 16, 10, 9869, 16576, 14, 10698, 157, 1437, 53, 24, 16, 203, 55, 9, 10, 5718, 219, 6353, 3195, 87, 1104, 4, 67, 1437, 24, 1299, 182, 25156, 12, 219, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",This is a lovely skirt that fits well  but it is much more of a yellowy cream color than white. also  it felt very static-y.,2021-04-23T00:33:35Z
527,8752,-1,0,"[0, 1779, 939, 794, 42, 3089, 11556, 804, 939, 802, 24, 21, 98, 11962, 328, 939, 657, 5, 17812, 4617, 4, 9574, 24, 1326, 203, 847, 254, 804, 87, 24, 473, 11, 621, 4, 24, 34, 117, 3989, 98, 24, 16, 45, 34203, 7, 5, 1955, 4, 24, 429, 356, 357, 21222, 11, 50, 8531, 21222, 11, 25, 2343, 11, 5, 2170, 1437, 53, 24, 222, 45, 356, 205, 2198, 21222, 66, 4, 939, 21, 67, 45, 10, 2378, 9, 5, 10199, 4, 11, 5, 2170, 5, 10199, 1326, 3588, 906, 87, 24, 16, 4, 5, 760, 16, 55, 11424, 8939, 8, 16, 10, 410, 3588, 906, 1437, 53, 45, 99, 939, 23856, 4, 326, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",When i saw this blouse online i thought it was so cute! i love the floral detail. unfortunately it looks much cuter online than it does in person. it has no shape so it is not flattering to the figure. it might look better tucked in or partially tucked in as shown in the picture  but it did not look good completely tucked out. i was also not a fan of the fabric. in the picture the fabric looks dressier than it is. the front is more polyester and is a little dressier  but not what i envisioned. t,2021-04-23T00:33:35Z
528,5393,1,2,"[0, 100, 95, 829, 42, 11, 5, 3984, 3195, 8, 24, 18, 12058, 328, 24, 10698, 157, 8, 16, 182, 1256, 4, 24, 64, 28, 7001, 62, 50, 159, 4, 939, 64, 75, 2067, 454, 5, 1650, 997, 4339, 62, 8, 939, 120, 7, 3568, 42, 4, 939, 33, 416, 2740, 5, 97, 3195, 328, 372, 2229, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",I just received this in the wine color and it's gorgeous! it fits well and is very pretty. it can be dressed up or down. i can't wait until the weather warms up and i get to wear this. i have already ordered the other color! great purchase.,2021-04-23T00:33:35Z
529,18316,-1,0,"[0, 100, 2740, 42, 7, 3568, 13, 10, 2317, 537, 2818, 7, 33, 402, 2216, 8, 3588, 219, 4, 24, 21, 350, 35156, 23, 5, 10762, 8, 1415, 101, 402, 10, 1037, 869, 74, 3568, 4, 5, 410, 910, 5865, 1329, 14214, 3745, 58, 9624, 23, 5, 299, 8, 4889, 66, 11, 70, 5, 1593, 9969, 4, 24, 938, 75, 25, 14878, 25, 5, 1421, 1893, 36, 354, 24, 655, 16276, 8, 13, 42, 425, 197, 2564, 101, 10, 19015, 4, 439, 124, 624, 2397, 4, 67, 1437, 24, 18, 1256, 765, 1437, 8, 35156, 765, 965, 75, 34203, 15, 350, 171, 82, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",I ordered this to wear for a holiday party hoping to have something unique and dressy. it was too bulky at the shoulders and looked like something a football player would wear. the little ruffled flower pieces were random at the top and stuck out in all the wrong directions. it wasn't as elegant as the model pic (is it ever?) and for this price should fit like a glove. went back within seconds. also  it's pretty short  and bulky short isn't flattering on too many people.,2021-04-23T00:33:35Z
530,17820,-1,0,"[0, 24450, 350, 251, 734, 627, 39328, 16, 5784, 160, 15, 42, 1152, 4, 645, 10, 1836, 50, 80, 159, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",Way too long...the sizing is incredibly off on this product. order a size or two down.,2021-04-23T00:33:35Z
531,16787,1,2,"[0, 3750, 231, 108, 6764, 1437, 24, 18, 543, 7, 465, 9304, 14, 2564, 127, 11, 1090, 424, 36, 2022, 8070, 8, 209, 2564, 5, 1087, 4, 939, 6329, 3568, 10, 389, 50, 1105, 6764, 11, 9304, 36, 7761, 3595, 101, 5951, 50, 6044, 7876, 43, 1437, 53, 939, 2162, 209, 11, 10, 1132, 6764, 25, 939, 465, 25172, 23324, 11818, 7, 422, 739, 4, 51, 32, 3793, 8, 3473, 8, 218, 75, 4140, 66, 155, 10070, 30, 5, 253, 9, 5, 183, 1437, 61, 16, 372, 4, 51, 619, 101, 2084, 6149, 1033, 328, 5, 3984, 3195, 1326, 95, 101, 5, 3156, 4, 13, 167, 54, 465, 19851, 7163, 1437, 939, 437, 231, 108, 6764, 1437, 10572, 29882, 19, 59, 3330, 113, 28097, 8, 10, 1718, 2]","At 6' tall  it's hard to find pants that fit my inseam (35"") and these fit the bill. i normally wear a 30 or 31 tall in pants (from brands like ag or paige)  but i bought these in a 29 tall as i find pilcro tends to run large. they are soft and comfortable and don't stretch out 3 sizes by the end of the day  which is great. they feel like leggings! the wine color looks just like the images. for those who find measurements helpful  i'm 6' tall  160lbs with about 42"" hips and a 35"" inseam.",2021-04-23T00:33:35Z
532,7674,0,1,"[0, 29287, 16170, 53, 380, 4, 939, 11024, 127, 321, 13, 10, 16273, 1437, 8, 1437, 33442, 615, 1437, 89, 21, 117, 2249, 328, 56, 10, 1122, 676, 19, 277, 16273, 3089, 11556, 4, 524, 939, 5373, 1437, 50, 16, 5, 16273, 1836, 95, 10, 31026, 116, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",Beautiful but big. i exchanged my 0 for a 00  and  oddly enough  there was no difference! had a similar experience with another 00 blouse. am i crazy  or is the 00 size just a sham?,2021-04-23T00:33:35Z
533,8430,0,1,"[0, 100, 2638, 42, 3588, 8, 2740, 24, 804, 4, 939, 303, 5, 8089, 7, 28, 10, 828, 55, 21677, 87, 939, 421, 1437, 8, 9574, 5, 10199, 1318, 2551, 614, 2811, 5, 425, 477, 4, 3284, 939, 1276, 7, 671, 24, 25, 939, 1705, 75, 11071, 1408, 68, 28799, 15, 10, 3588, 14, 399, 75, 2045, 25, 157, 156, 25, 939, 74, 1057, 31, 6215, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",I loved this dress and ordered it online. i found the colors to be a bit more muted than i expected  and unfortunately the fabric quality seemed low considering the price point. ultimately i decided to return it as i couldn't justify spending $178 on a dress that didn't seem as well made as i would expect from retailer.,2021-04-23T00:33:35Z
534,18391,-1,0,"[0, 100, 437, 98, 4904, 14, 42, 399, 75, 173, 66, 4, 939, 437, 4716, 1459, 23, 195, 108, 176, 8, 2740, 42, 16576, 11, 4716, 1459, 1437, 959, 1437, 939, 1299, 101, 24, 32305, 162, 62, 4, 5, 10199, 16, 7992, 8, 3279, 98, 42, 16, 2299, 129, 2569, 1650, 23048, 4, 939, 437, 5, 2170, 24, 1326, 101, 89, 16, 10, 410, 2985, 2018, 1437, 53, 15, 162, 1437, 939, 619, 101, 10, 334, 119, 4526, 4, 16748, 1437, 42, 16, 164, 124, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",I'm so upset that this didn't work out. i'm petite at 5'2 and ordered this skirt in petite  however  i felt like it swallowed me up. the fabric is thick and warm so this is definitely only cold weather attire. i'm the picture it looks like there is a little leg showing  but on me  i feel like a schoolmarm. sadly  this is going back.,2021-04-23T00:33:35Z
535,18260,0,1,"[0, 16713, 3793, 1437, 2422, 11962, 53, 350, 765, 13, 10, 3588, 1437, 350, 251, 8, 350, 8642, 13, 10, 6399, 1437, 8, 399, 75, 101, 5, 356, 19, 2084, 6149, 1033, 23, 70, 98, 16748, 939, 437, 3357, 4, 657, 5, 8089, 1437, 619, 8, 2496, 53, 117, 169, 40, 39328, 62, 50, 159, 2564, 11, 10, 169, 14, 21, 12628, 734, 37167, 26, 14, 7586, 30769, 326, 1872, 939, 4443, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",Super soft  super cute but too short for a dress  too long and too overwhelming for a shirt  and didn't like the look with leggings at all so sadly i'm returning. love the colors  feel and style but no way will sizing up or down fit in a way that was functional...having said that..fits tts i guess.,2021-04-23T00:33:35Z
536,3127,1,2,"[0, 133, 6399, 3291, 124, 5, 128, 2466, 29, 356, 9, 45432, 9071, 17682, 14800, 417, 19054, 15, 15331, 4, 24, 16, 10, 1318, 2125, 19, 10, 828, 9, 12073, 4, 5, 5933, 16, 10941, 87, 4505, 13, 1855, 424, 3809, 857, 15331, 53, 67, 182, 3473, 479, 24, 115, 28, 314, 490, 25, 10, 1109, 8443, 81, 3055, 293, 8, 12039, 4, 10199, 2653, 205, 15, 3024, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",The shirt brings back the '60s look of appliquã©d patches on shirts. it is a quality piece with a bit of humor. the length is shorter than usual for chambray shirts but also very comfortable . it could be left open as a light jacket over tees and tanks. fabric feels good on skin.,2021-04-23T00:33:35Z
537,5661,1,2,"[0, 41541, 10844, 1437, 2564, 1528, 7, 1836, 8, 356, 25, 7092, 4, 939, 5131, 167, 7, 10, 1441, 8, 79, 2162, 8, 6640, 106, 25, 157, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",Nice jeans  fit true to size and look as pictured. i recommended those to a friend and she bought and liked them as well.,2021-04-23T00:33:35Z
538,14895,0,1,"[0, 713, 13454, 21, 2425, 7, 28, 7082, 8, 3514, 44786, 1437, 53, 25, 24, 1237, 739, 1437, 39328, 159, 839, 5, 2380, 283, 62, 269, 239, 1437, 25, 51, 9158, 10, 205, 155, 12, 306, 113, 723, 62, 4, 98, 110, 13977, 9484, 16, 4924, 1437, 8, 24, 95, 630, 75, 356, 2579, 48329, 1835, 41, 3023, 29, 8, 650, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","This tee was meant to be loose and swishy  but as it runs large  sizing down means the sides come up really high  as they curve a good 3-4"" higher up. so your waistband is exposed  and it just doesn't look nice:( returned an xs and small.",2021-04-23T00:33:35Z
539,14006,1,2,"[0, 100, 818, 1595, 42, 11, 5, 1400, 1437, 53, 939, 524, 7785, 14, 939, 1381, 24, 328, 939, 269, 101, 14, 5, 10199, 16, 98, 3793, 8, 34, 10, 22, 3662, 11556, 113, 619, 734, 8, 16, 3563, 10397, 868, 328, 1423, 857, 328, 657, 2579, 3089, 27195, 14, 218, 75, 240, 7, 28, 3841, 17317, 328, 939, 74, 6190, 5, 1468, 25, 33997, 1437, 98, 103, 189, 45, 101, 42, 13, 13933, 1650, 4, 1326, 372, 19, 10, 251, 26922, 101, 5, 5251, 257, 594, 328, 939, 524, 3700, 10, 650, 8, 3584, 42, 11, 41, 1823, 12, 23115, 8, 202, 33, 2710, 9, 929, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","I almost passed this in the store  but i am glad that i tried it! i really like that the fabric is so soft and has a ""blouse"" feel... and is machine washable! yay! love nice blouses that don't need to be dry cleaned! i would describe the material as thicker  so some may not like this for warmer weather. looks great with a long necklace like the minuet! i am typically a small and purchased this in an extra-small and still have plenty of room.",2021-04-23T00:33:35Z
540,12331,0,1,"[0, 100, 794, 42, 3588, 804, 8, 1320, 1064, 11, 657, 19, 5, 7323, 1521, 4, 3584, 127, 6097, 1836, 204, 53, 303, 24, 169, 350, 3229, 4, 939, 439, 7, 127, 400, 6215, 7, 2081, 24, 13, 5, 1836, 231, 4, 9574, 1437, 190, 5, 1836, 231, 95, 222, 45, 2564, 235, 4, 1375, 198, 11, 5, 3588, 21, 4087, 131, 5, 31619, 4793, 73, 4526, 2079, 156, 5, 3588, 3068, 62, 4, 939, 21, 5861, 6539, 24, 159, 4, 5, 10199, 16, 67, 1341, 13116, 8, 2016, 4, 1374, 1437, 24, 18, 10, 11962, 3588, 53, 95, 45, 13, 162, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",I saw this dress online and immediately fell in love with the bow design. purchased my typical size 4 but found it way too tight. i went to my local retailer to exchange it for the size 6. unfortunately  even the size 6 just did not fit right. moving around in the dress was challenging; the slightest shoulder/arm movement made the dress ride up. i was constantly pulling it down. the fabric is also quite stiff and heavy. overall  it's a cute dress but just not for me.,2021-04-23T00:33:35Z
541,3265,1,2,"[0, 134, 4, 939, 437, 195, 108, 245, 113, 6764, 1437, 17445, 23246, 1437, 8, 2843, 12, 2881, 12, 1749, 8, 5, 25172, 23324, 15671, 2457, 1855, 10968, 8, 1690, 594, 1855, 10968, 2564, 162, 6683, 1437, 114, 10, 828, 7082, 11, 5, 1836, 389, 4, 5, 1836, 389, 11, 42, 24186, 16259, 21, 41783, 11, 5, 28097, 8, 13977, 8, 7082, 11, 5, 35841, 8, 5856, 4, 939, 115, 45, 326, 5858, 10, 6399, 11, 4, 1437, 132, 4, 5, 760, 12189, 19, 5, 9219, 10723, 32, 842, 11538, 2572, 4, 939, 437, 2051, 19, 42, 1437, 25, 24, 4719, 5, 12189, 14485, 5083, 4, 959, 1437, 89, 32, 202, 12189, 15, 5, 1025, 5853, 3175, 47, 236, 7, 23089, 1758, 70, 5, 39815, 14, 18, 2]","1. i'm 5'5"" tall  145 lbs  and 38-32-40 and the pilcro hyphen chinos and stet chinos fit me perfectly  if a bit loose in the size 30. the size 30 in this flare pant was snug in the hips and waist and loose in the thighs and legs. i could not tuck a shirt in.  2. the front pockets with the leather trim are sewn shut. i'm fine with this  as it keeps the pockets aligned properly. however  there are still pockets on the inside incase you want to unpick all the stitching that's keeping the pocket clo",2021-04-23T00:33:35Z
542,17219,0,1,"[0, 133, 2564, 15, 209, 16, 10314, 4, 19, 784, 980, 47, 818, 33, 7, 860, 960, 15, 78, 142, 5, 39328, 16, 430, 31, 65, 847, 7, 5, 97, 4, 939, 3568, 10, 564, 73, 2481, 1236, 12001, 8, 10, 4761, 11, 42, 2576, 202, 1299, 8, 1415, 350, 650, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",The fit on these is frustrating. with l space you almost have to try everything on first because the sizing is different from one cut to the other. i wear a 25/26 jean and a medium in this bottom still felt and looked too small.,2021-04-23T00:33:35Z
543,10695,0,1,"[0, 100, 218, 75, 657, 42, 16576, 25, 203, 25, 5, 97, 34910, 109, 4, 24, 10698, 10, 410, 828, 7735, 15, 162, 1437, 8, 939, 770, 5, 3318, 7, 28, 29861, 98, 939, 115, 836, 11, 5, 1823, 10199, 10, 828, 36, 627, 17839, 16, 45, 29861, 322, 5, 16576, 16, 37433, 3229, 198, 127, 5081, 8, 5856, 1437, 98, 939, 64, 75, 1836, 159, 4, 5, 29716, 16, 6143, 1437, 98, 14, 18, 402, 480, 53, 939, 303, 5, 1823, 10199, 198, 127, 1692, 95, 938, 75, 34203, 15, 162, 4, 939, 56, 682, 2162, 8, 2638, 38101, 1071, 18, 26951, 7012, 21451, 16576, 1437, 61, 67, 34, 10, 10199, 3318, 10438, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",I don't love this skirt as much as the other reviewers do. it fits a little bit weird on me  and i wanted the tie to be adjustable so i could bring in the extra fabric a bit (the knot is not adjustable). the skirt is borderline tight around my rear and legs  so i can't size down. the knit is substantial  so that's something -- but i found the extra fabric around my middle just wasn't flattering on me. i had recently bought and loved lilke's tideline pencil skirt  which also has a fabric tie wrap,2021-04-23T00:33:35Z
