star_rating,review_body
0,No needed to reinstall it and could not money wasted
2,This has been my tax software for many years.  I like it better than other products of this nature that I have tried.  The biggest problem I have had with it is that in resent years it didn't fill out my direct deposit request on my state tax forms.  Because of that for 2 years I got a debit card from the state foisted on me.
2,I have used 2004 for several years and I have returned to it. 2015 Quickens was not what I needed
4,Have used Turbo Tax for over 10 years now and it has done the job excellently
4,"Best antivirus I've ever had.<br />Interface is slick, doesn't bog down my machine and I believe buying the pro version has been more than worth it.<br />If you're looking for an effective and easy to use antivirus with browsing shields and the like, look no further."
4,I had the x2 version of this and I am delighted with all the fantastic updates that have been made to it.  I definitely recommend it.
4,"I've been using H&R Block's software for years and it does a very good job of walking you through the task of filing taxes.  You still need to get all your information together and have a basic understanding of how to work through your taxes, but $40 is better than $400 to have someone else do it for you."
2,"While it has a lot of features, they are very confusing and not easily figured out.  For example, the budget function does not work as I would expect.  I also purchased this for my daughter and she uses the automatic update from her bank (I enter manually), when she does it enters the transactions twice which is very confusing to her, so she is not able to utilize it as she would like."
4,I WOULD RECOMMEND AVAST TO ANYONE!!! I have been using the free antivirus for about 4 years now and it has really done the job.
4,The product was what I ordered.  The purchase was electronic woth no problems to the software.  Had no problems loading to the computer
2,I am a satisfied Quicken user for 12 years. I upgraded to Quicken 2013 because my Quicken 2010 version will no longer be supported after April 2013.  I use the program strictly to track investments.  The Quicken 2013 does little more than the previous version did for me.  I might try to use the program with a mobile device in the future.
1,"I had Quicken 2011 and wasn't planing to purchase any newer product from Quicken. When they informed me that 2011 would no longer be supported, I thought I should try and upgrade to 2014. When I loaded it, I noticed it looks exactly like 2011 Premier and that truly, nothing has changed. The mobile syncing is terrible, so I don't even believe I'm going to use this feature. It's exactly like the free app of &#34;mint&#34; and is much more difficult to use than mint. I don't know how quicken got this so wrong. I'm truly upset that I wasted so much money on this and I will get no use out of it at all."
1,I cannot believe they have not applied ability to place transactions for automatic payment from list of payees.
3,"I have an Acer Aspire One D255E netbook upon which I must run Windows in order to use a Windows only software package-specifically the well known Ross-Tech VCDS diagnostic program for VW/Audi vehicles.  I was using Linux on this netbook with few issues, but it's difficult to impossible to get VCDS running under Wine.  Rather than fight the man, I restored the initial software load from a clonezilla backup, scraped all the crapware off, then installed AVG, Chrome, and VCDS.  Using Win 7 starter was a real eye opener for me and has only reinforced my already biased impression that Microsoft is a business first, and a software provider second.  Starter should be labelled as Win 7 Crippled because only an ethically funky company could offer a compromised version of their operating system and insist that it's for your own good.<br /><br />I'm of a very mixed feeling about the upgrade itself-the actual upgrade to Windows Home Premium from Starter went flawlessly and was over in 20 minutes.  Amazon provides the needed key, the Windows Anytime program accepted the key and did it's thing, and now I'm running Home Premium.  I would give it 5 stars for doing exactly what it's claimed to do-but that would overlook how Microsoft has created an artificial situation to chisel yet more money out of their users.  All the key does is activate features that were already present and loaded during the initial software load on the netbook.  That's it.  One could argue that these features were not needed for a netbook, but disabling customization features (such as changing the background) and limiting how many programs one can run simultaneously is simply taking advantage.  Even a little netbook has nearly the same processing power than a decent laptop from the heyday of Windows XP, there's simply no reason for these limitations.  It's not as if they customized Starter for netbook use to any great degree, it has the same basic interface as the other versions of Win 7 with less flexibility.  The fact is once upgraded to Home Premium the netbook runs just as well (if not better) as it did under Starter, and I can now do some customization and tweaking I couldn't do before.  In other words, Starter does not provide any advantages to a netbook over Home Premium and the cost to Microsoft to produce the software package itself is exactly the same.  So I'm knocking a point off just because Microsoft has done it yet again, and found a way to provide an upgrade path that shouldn't exist.<br /><br />TL:DR-buy the key and upgrade Starter to Home Premium.  It's a ripoff but it's the only way to get full use out of the operating system."
1,I coud not use it.<br />Poor quality. Preferred to pay for Office and go on from there.<br />Thanks for asking.
4,"I have been using Avast for many years. A computer programer/analyst recommended this company to me when Avast was a free product. I was having so much trouble with all of the most popular products such as Notron & McAfee.  When Avast catches Malware, you know immediately to shutdown your computer. It also works well with other products and not causing problems with the function of your computer. I have felt safe and secure with Avast for many years and I refuse to use anything else. Other products you get with a new computer--I delete before I ever start using and add on my AVAST! The product is updated every time I turn on my computer and I run their scans at least once a week to stay current. So we upgraded to the Premier 2014 since we are traveling so much now. My computers run smoothy and faster with this product. With AVAST I have never &#34;crashed&#34;. Can you say the same for the product you use?"
0,I had last used Quicken 10years ago. I recently purchased the online version. The first thing it wanted was my online banking. I don't have that. It is a very difficult program to use. Not like the old quicken. I started my business witha personal loan. I have been unable to simply input my purchases etc. How do I return this item and get an older version?
2,"I have Dragon Dictate on both my Mac Book and on a PC (computer appropriate versions).  On both machines, the program is what I would consider to be adequate.  The quality of the voice recognition is pretty good but the program causes operational problems with both types of computers.  After having to do work arounds and reboots, it is easier not to use."
1,"I only upgraded because my wife needed it. I am not a fan of Microsoft's latest versions. They were always known for bloatware. Now whether it is Office or Windows 8, they take simple tasks and make it that much harder for people to get things done. Basically, the only reason for getting this was that my wife is more used to this interface. I would prefer to just switch over to LibreOffice. The last version I liked was Office 2001."
1,"Before this purchase, we used a Windows XP computer for Quicken.  Quicken for Windows is outstanding:  It works consistently, automatically downloads from our banks and brokerages and cards and there's an automatic back-up feature for $10/year.<br /><br />We don't understand why Intuit didn't make the features in that version work in the Mac version.<br /><br />The features that are there don't work on the Mac.  My bank showed me downloads on their PCs - the Mac version says you can't download directly from the bank.<br /><br />In addition, when you have problems (and you will), support is provided by chat only.  Pay CLOSE ATTENTION to the screen.  When the support folks are talking to you it doesn't make a sound or change colors.  You get disconnected frequently.<br /><br />I've turned on my PC again and I'll be using Quicken for Windows.<br /><br />Intuit, this product sucks and I want my money back!  I refuse to &#34;chat,&#34; with someone overseas anymore."
2,because free I am college student on a budget and i cant afford to purchase the software for Antivirus<br />hard time
1,I was disappointed. Im using other programs with easier functions to use
3,"Great protection and customer support! All I had to do is set it up once about 2 years ago, and then I just keep buying these subscriptions and entering the product keys to maintain the protection. I've had no problems whatsoever with firewall or software conflicts. Only thing keeping it from a 5 star rating is the fact that once every few months or so, it detects and error and has to re-install itself (for me that means I only have to get rid of the desktop icon again each time, so it's pretty minor).<br /><br />One possible product suggestion for Symantec: make a variation of this product available for the same price that has Norton Internet Security for PC's and mobile devices on a per device basis (most people don't need 5 devices covered with Norton 360 Multi Device, they only need 2 or 3). (possibly time to break out the six sigma and do a QFD)"
3,I use it every year. Works great. Quick delivery.
4,Easy to use and I received bites from employers right away!  It's worth the money you cannot afford not to buy it!
2,"I wish that the program was much, MUCH more user friendly, ad cost much less money, it is a necessary evil"
2,"Because I just don't want to change or spend any time on software tools like Quicken, I always get the new version every 3 years. Short answer is it's okay. Mainly topical improvement. Definitely not a complete redesign. Looks the same pretty much as 2011. There were some improvements made to the Budget section, but they were not intuitive. Some of the balances don't make sense. Help is not really there, even the forums don't really help in a way that is quick. Reminds me of car designs in the 70's. Companies rolled out the same basic design every year but with a few extra features. Seems that Intuit is just trying to limp along with the same old program."
1,Typical Microsoft product. Too expensive and way too many gadgets that few really need or want. It does what's advertised and the only reason people keep buying Microsoft junk is because the new operating systems break the older versions or make them harder to use...
2,Didn't work as I expected. Kept getting requests to purchase and never worked first time.
4,The program does everything I need it to do.  I like the ability to get the 1 PC/1user license. You can't get better protection for the price.
3,A Gift
1,"I read lots of reviews and decided to give this a try. After about an hour, I decided it was a waste."
4,"The math portion of the Mac product actually has a real division symbol! On hte PC version, you have to buy the add-on Math-Type to be able to put division problems (for a math test; the &#34;house&#34; kind of symbol) on it."
4,I have been using Quicken for many years. Each year Quicken comes up with new features that are needed in this day and age. That's what I call keeping up with the times.
1,"I've used Microsoft Movie Maker, but I wanted an upgrade.  The reviews I read in magazines said this was easy to use and intuitive.  I did not find it to be that at all."
4,"I purchasesd the Microsoft Windowsm7 Anytime Upgrade (Starter to Home Premium) (Oneline<br />code) from Amazon.com.  This was a great transaction, code was sent immediately.  It was super easy to install, only taking a few minutes to install.  I love it!"
4,works great
0,You aren't able to do state taxes with this program! It says CA state taxes coming soon! Even thought you purchased it now.
0,"Waited two months for software to update to complete its Obamacare calculations.  Final update tells me I cannot file with their software, rather than fix the problem.  I smell a lawsuit."
4,"I had always used MAGIX Audio Cleaning Lab and loved it.  Then when I got a new computer with Windows 8 I upgraded to the MAGIX 2013 and was amazed at all the new features.  It's much, much better now!"
0,"It is not an improvement over their rudimentary Mac version, which isn't good.  The new version seems to open up 2 copies of every account I click on.  When I download my transactions, it doesn't recognize that I already have that account in Quicken, so it tries to create a new account rather than integrate the data into the existing account. I can double click to save a transaction, but I can't seem to find a &#34;save&#34; button.  I'm baffled by the categories it creates for my transactions, which don't match the ones I've always used before. How do I schedule recurring transactions?  I don't know.  I don't even want to try to enter a transfer between accounts, because I'm sure it'll just duplicate the transaction.  Everything is difficult and ponderous.  It is so inferior to the PC version, that it is even worse than the PC version from a decade ago.  I really have nothing positive to say about Quicken for Mac 2015.  I was hoping for so much more."
3,It would be too early to rate this program since it is in its initial set up stages. Possibly requires another 30-60 days
4,"It is a great suite of tools that will allow for creating \\""word\\"" style documents, spreadsheets, presentations and databases (like access).  For a free alternative to the more widely used tools, I would definitely recommend it.  It can be a little slow, but I have known it to be stable.<br /><br />It doesn't wow, but you it does the same job as its proprietary counterparts.  Personally, I prefer non-proprietary file formats, so I don't have to pay someone like M$ to work with my own data."
2,"I have used this for quite a few years, and bought this years version from the DVD they sent me.<br /><br />I had two problems, both annoying, and one potentially serious.<br /><br />1) Since I had the first cut, there were several updates.  I could not install the first update at all, and they had to send me a new version of the software with the updates installed.  Later, there was another update, and I could not install that either, that is, until I disabled my anti-virus software.  Then the update was successful.  This is annoying, and potentially very annoying if it happens near April 15.  And I bet most people won't think of this.<br /><br />2) I live in Pennsylvania, and we have some income from small trusts.  These come with a K-1 form for the federal return, and an RK-1 for the state return.  H&R Block passes the income from the K-1 to the state return and then applies the income info from the RK-1 return.  In past years, it has, within the state program, reversed the K-1 amounts, but not this year!  If I hadn't caught the discrepancy, we would have paid Pennsylvania tax on this income TWICE.<br /><br />I was reluctant to spend a huge amount of time online with H&R Block, so resolved this by making a copy of the tax file and then deleting the K-1 info from that copy, thus eliminating the chance that it could be counted twice.  To demonstrate that this would work, I did the same thing with a copy of the 2013 tax file, and decided that my workaround worked.<br /><br />This may only be a problem in Pennsylvania, but you can see that this is a problem that many people may not see and so may pay more to the state than they should.  I doubt the state would catch it.<br /><br />Therefore, three stars for this year."
4,I do professional photography and videography for event's and selling merchandise. Does exactly what I need.
1,The software promised up to 5 returns. Worked great for the first 3. Customer service couldn't  even figure out why. Working on refund now
3,"I had it for less than a month.  But, it already very helpful.  I am looking forward to using it more."
3,Great program runs great on Linux. The bad news is it looks like Corel has abandoned the program and the community. They fired the original developers. There has never been any official announcement and the AfterShot Pro forums are totally ignored. Just go on them and read.<br /><br />Buy it if you need a great program but just know it might just stay exactly how it is for years to come.
0,"I've been using TurboTax since at least 1997.  Every year they seem to get worse and worse.<br /><br />I've been trying to file my Michigan return now for a week.  I need to file MI-2210 underpayment of estimated taxes.  This form was finalized by the state of Michigan in November 2013. Last week they said it would be available on 2/14.  Today is Feb 18th and TurboTax still says it won't be available for download until 3/5.  They continually just delay these forms for some reason.  This is continually adding additional penalty and interest every day that I cannot file my return.<br /><br />All other tax software have this form available in their product to file today.  Why does TurboTax not have this form completed?  It's not like you have to rewrite the program every year.  Basically just update the tax rules in the system.  This is not that complicated of a job.  I am an application developer, so I know what's involved in this type of product.<br /><br />I've called and asked what the holdup was and support basically just spewed the standard &#34;we're waiting on the form to be finalized by the state.  They say it will be available on 3/5&#34; and would not give any further information.  They said if you try and file through one of the other software systems, it will come back with the same error.  I've gone through TaxAct and gotten all the way to filing the return and it has no errors holding up the filing so that is not true.<br /><br />When talking to support I asked about information on returning the product and they sent me an email about their &#34;Maximum Refund Guarantee&#34;. Not related at all."
3,Completed our tax returns smoothly and well in time - thanks to TurboTax!
4,"Great product; fast, easy and mistake-proof ... TurboTax has made the annual 'chore' of doing my taxes a 'breeze'."
4,"When Intuit advised me they were going to stop updating my Quicken 2010 I started to use mint.com. You get what you pay for. Mint does not consistently keep accounts up to date, and adding your own transactions can be a pain (they are not subtracted from your balance until they clear your account). With Quicken you can keep an accurate record of your spending because you can manually add a transaction, have it deduct this from your balance, then reconcile your account with the bank. I do not use the One step update, I instead log into my bank's website and manually download transactions. It's not a big deal really, and you can set Quicken up to automatically reconcile your transactions. I really like to mobile sync function also. With the mobile app you can always see what your balances are. Overall I'm pleased."
1,regular
1,"It does not have word pronunciations. It just pronounces parts of the words.  I guess I read the product description wrong. Because I now have a meter internet service, I need an offline dictionary.  Also seems complicated to use.  Click the wrong button you do not get a definition and yet I have not found the synonyms, if there is one.  I was hoping I could find a simple software that came with the hard cover of the American Heritage Dictionary.  It was easy to use and had everything I need.  However, new operating systems made that program obsolete."
0,THIS PRODUCT IS USELESS AND NO ONE SHOULD WASTE THEIR MONEY ON IT. ITS SUCK AND NOTHING GOOD FROM IT.
1,I don't remember order this.
0,Difficult  to use.
2,"NIS has been my product of choice for many years. Amazon's online delivery was great. Unfortunately, I purchased this product for use on my Windows 8 machine. Norton did a very poor job of adapting its product to Win 8. Finally, after many phone calls and many hot patches and 4 months late, the software works correctly. I'm very disappointed with Norton in the way it handled the change to the Windows 8 operating system."
0,Did not work still have Virus in my computer.
0,Not sure why there is any description at all for this item. Here's the deal. The features of this software consist of two icons that will appear on your monitor after downloading the &#34;software&#34;. These icons will then lead you to nothing. Sound like fun. Buy a few blank discs download what is on them. Then you will find yourself having more fun earlier without the hassle of deleting useless icons and probably have a lot of money left over depending on what brand and type blank discs you've bought. Enjoy!
0,"Many thanks to all that took the time to warn that greedy Intuit gutted TT Basic. I just ordered H&R Block Basic on the strength of reviews here. We (the crowd in the cloud) need to make it crystal clear to greedy Intuit that this tactic just won't fly.<br /><br />I have been a loyal TurboTax user for many many years, but I simply cannot abide being bent over like this!"
2,"Long time user 15+ years, this version continues to keep our basic checking and savings accounts in balance . The tracking of our investments, is a little bit more questionable. For investments you have had over 10 years,  there are injuries that must be made so you can reconcile, and I have no idea how to calculate those entries. There are no help instructions  on this issue or topics to help you understand what information is needed."
2,"I've been a user of Intuit's quicken software for at least 12 years if not more. I upgrade every 2 to 3 years in the hopes that some of the bugs will be fixed. I've seen lots and lots of bugs. I occasionally get database corruption, and several times it's been so bad as to be unrecoverable so I had to start over with my finances, and lose continuity of history! The interactive response during online updates is terrible. But this release seems to be a little better. Interactive response is improved. Updates are faster. So far it's looking better than previous releases, and this is the first time in my experience one of Intuit's quicken software updates has improved my experience."
3,"I first started using Avast because it used a fraction of the RAM that other antiviruses used. It also had much fewer false positives, and it wouldn't automatically delete the false positives (I lost some important files to other antiviruses).<br /><br />Finally, it also caught more viruses than other programs, so I've used avast for around six years now.<br /><br />The downside is Avast is getting more naggy. It's started popping up ads more often. It gets annoying when I'm trying to type a e-mail or chat down in the bottom right corner. But you can fix these by changing how long the pop-ups appear, setting them to one second minimizes how in the way they get.<br /><br />I still plan to keep using it, it still seems light and fast, and has plenty of good features for a free antivirus."
0,I've used Pinnacle Studio for several years and I can say without a doubt each version has gotten more unreliable. With version 17.6 Ultimate I spend more time fixing software bugs and never get a chance to edit my movies. Save your $79 and get a real editor like Adobe Premiere Elements or AVS. At least they work.
1,does not followthe basic steps for soving the problems it gives information and then you have to choose the answer with very little formal information on the steps to follow
0,"I've used TurboTax for years, but, like many other people, was upset about the change TurboTax made this year to move certain kinds of financial transactions to a higher priced product. Specifically, Turbox Tax wanted me to spend significant additional money just to record the info about a small stock sale of under $1,000. I said no way and took advantage of the free offer H&R Block software made to disgruntled TurboTax users. The H&R Block software worked just fine, and I will H&R Block next year for my taxes."
4,I love floating on my  cloud
1,"I am 80% of the way through my tax return and so far, no issues to report.<br />What DOES make me angry though is the way Intuit &#34;gouges&#34; the users for the TOTAL &#34;USE&#34; COST to complete a federal and state return with EFile!<br /><br />A lot of people complained last year about local Tax Preparers (WE ALL KNOW WHO THEY ARE)  and the fees they charged of their services. Truth be told, it is almost worth it to have your taxes done by those folks when you consider the time it takes to do it yourself.<br /><br />Congrats Intui!  You ruined Quicken for the Mac - now your getting greedy with the customers that made you successful during tax season!"
3,"Easy install, has your back online.Same program that came with computer.Real fair price for a year subscrpition. Will buy another next time."
2,HAVENT HAD TIME TO TOUBLESHOOT THIS PRODUCT...WHEN YOU FOLLOW INSTRUCTIONS TO DOWNLOAD THIS PRODUCT IT GIVES YOU AN ERROR CODE &#34;PAGE NOT FOUND&#34; SO FRUSTRATING WHEN YOU ARE EXPECTING TO USE PRODUCT PER PRODUCT DETAIL. I ORDED SIMILAR PRODUCT FOR NOW.
3,"Let's get the obvious out of the way first: yes, it's unfortunate that Intuit has been de-contenting TT for years now, this year to the point that TT 'Deluxe' is no longer suitable for those with even the most basic investment income. So much for &#34;Deluxe&#34;; maybe they should come up with a better naming system to go along with their changes. I knocked a star off the review for this reason, since this is a yearly incremental updated product, and removing features YoY is pretty bad practice and a blatant lazy attempt to improve profits.<br /><br />I ONLY took one star away because, frankly, it's still easy to use and it works (when you buy the appropriate level package). I spent days and days trying with a competitor's (cheaper) software, which badly mishandled some of my investment income, resulting in a situation where I'd have to manually override much of the return, and lose the ability to e-file entirely. For under $60, TT Premier had a properly sorted Federal return ready for me in about 2 hours. Yes, that's about twice what the other software cost me, but I'd gladly pay the price again to get back the hours I spent fighting with the cheaper competitor's product.<br /><br />I hope Intuit reverses course in future years, or at least stops pulling content from their intermediate level products, because they really are useful and get the job done."
0,Did not down load!  Had a problem asked for refund!  Please make sure the refund is done and I am notified!
2,"In comparison to the version of MS Office that can be installed on a computer, the 365 version is weak. It's slow in coming up and it's slow when being used, even when it has a strong wifi connection. And, the pale gray background is a terrible contrast to the more colorful version. If not for the price, I'd ditch it and return to the other version."
1,"I've used Quicken since the 2003 version, and it hasn't changed much other than a couple features each year. In fact if it wasn't for incompatibilities with financial institutions that appear around upgrade time on older versions I probably wouldn't have upgraded every year.<br /><br />This year a feature was added that allows scheduled transactions to be seen inline, this was a very welcome change as I was doing it manually, however, there has been a couple bugs with the process never the less. Specifically it will only properly calculation the scheduled amount for a credit card payment for the next payment and not subsequent ones.<br /><br />There also seems to be a memory leak somewhere in the investment part of the program, as I enter transactions there the program gradually becomes slower.<br /><br />I'm sure Intuit will fix some of these items in subsequent service releases, however, it is par for the course for them lately for new software to be buggy."
3,"Great product, easy to use....just wish they gave you unlimited efile"
0,"I was disappointed that I could not export a large size banner file in pdf format to a commercial printer.  The only file save option available is specific to this software.  Useless to me.  I read the info on the spec sheet and saw that banners were listed as something the program creates, but there isn't any way to use/print them.  I would not recommend this product."
1,"For the discounted price it is a good tool to have for songwriters when it works right, but It wasn't working like it should have been and after playing tag email with the company for over one month's time, I got tired of feeling like I was making a wasted effort trying to get the problem solved and then getting the run-a-round for it in the process, and finally just called Amazon and made them aware of the situation; I really wanted the program to work because I need it as a songwriting tool; So far the mobile IOS app seems to be working ok. We'll see; Time will tell;"
4,"It took a bit of getting used to, moving to a newer version, but works well. Easy download and fire up!"
1,"I'll start by saying that if Office 2003 still existed, I would use it.  I am no fan of the ribbon, which has lots of things I don't need, and lacks some of the things I need.  (Yes, it's somewhat customizable, but not as much as the menus used to be.)<br /><br />But this is about 2013, which to my mind is largely a deprovement from Office 2010.<br /><br />There is however one improvement I can think of: One can now comment on comments in Word, which is a lot better than trying to select the same text someone else selected, and adding a comment to that.  (My cat is sitting on my lap and trying to type, so if you read here about more improvements, that's her opinion.  My mileage may vary.)<br /><br />Ok, so the deprovements.  Do a web search for &#34;ugly office 2013&#34; and see how many hits you get.  About 43 million on Google (no, that is not an exaggeration.)  The icons look like something you'd find in a VGA-era program, and faded as if they'd been sitting out in the sun that long.  The interface is available in three almost indistinguishable shades of battleship gray.  You can choose some kind of artwork for the top of the window, which is about as helpful as painting daisies on the aforementioned battleship.<br /><br />The menus (ok, top-level ribbon labels) are in UPPER CASE (I haven't seen this since the Apple I).<br /><br />When you want to open a file, or do a save-as, you switch to some other view entirely, where you can't see the file you've been working on.<br /><br />The top bar on the window no longer changes colors depending on whether the Office app has keyboard focus--I can't tell you how many times I've tried to delete a message from Outlook, or a word from Word, and I've instead deleted something from some other program I have open--because I can't tell by looking whether the Office app has focus.  (Ok, if you change your Windows scheme to a high contrast scheme, it will change, but then lots of other things--like web page backgrounds in browsers--are invisible.)<br /><br />And finally, good luck if you want to change the size of an Office window.  Used to be you could grab any border with your mouse and drag it.  You still can, but you have to play with the mouse until the mouse cursor changes--I believe it's because the borders used to be (and still are, in non-Office apps) several pixels wide.  But the Office borders are a single pixel, making it very hard to mouse them.<br /><br />So those are the UI problems with this.  Granted, Microsoft has to do something every few years to make people want to buy a new version.  What could they have done that would have made me want to use it?  Several things: fix legal numbering in Word, fix styles in Word, add a better method for moving emails to folders in Outlook, add styles in Powerpoint, and add commenting in Powerpoint.  (I'm not a big Excel user, so no opinions there.)<br /><br />Legal numbering is the kind of section numbering in which the first level sections are numbered 1, 2, 3..., the second level sections 1.1, 1.2..., 2.1... and so forth.  It's used in lots of disciplines, not just by lawyers.  And in all the decades of Word's existence, this has never worked right.  When one bug gets fixed, another is introduced.  The current system is simply incomprehensible.  I think you have to define each level, but the directions (on websites where this is discussed) are long and complex, and IIUC separate the numbering style from the heading style.  I'm increasingly using LaTeX, and there *it just works*.  Why Word can't make it just work, I don't know.<br /><br />Styles are supposed to be a way of maintaining consistency in formatting of complex documents.  For some reason, &#34;Normal&#34; is the default style, which is wrong (Body text should be, because that's what you usually type).  That's always been a problem, but Word 2013 (or maybe 2010?) introduced several more problems.  Titles, subtitles and section headers default to a bewildering range of odd fonts, colors, italics etc.  (Why did they think I wanted blue section headings?)  Yes, you can change all this, but why shouldn't it come out of the box with some reasonable defaults?  If you use the styles palette, it defaults to a recommended set of styles; whoever decided what was recommended must not write the kind of documents I write.  I have to change the options to display &#34;all styles&#34;, and even then I have to choose to sort them alphabetically instead of by &#34;recommended.&#34;  (If I don't want to use just the recommended styles, why would I want to see them in the recommended order?)  And finally, the styles seem to sometimes work, and sometimes have no effect.  If you have the cursor in a paragraph, and click on one of the styles, the paragraph should immediately adopt that style.  For reasons I haven't worked out, this doesn't always happen.<br /><br />Moving emails to folders in Outlook: If you have five or ten folders, it isn't too painful to drag an email to one of those folders, and there's even a list of recently used folders, or you can create a list of &#34;favorite&#34; folders.  But I've been at my current company for almost ten years, and I have hundreds of folders, arranged hierarchically.  And while I haven't accessed some of those folders in years, I probably go to fifty or more different folders in a week.  I swear the icons that toggle whether a folder is open (so you can see the sub-folders under it) get smaller with every version.  (It can't be that I'm getting older.)  At any rate, it is painful to mouse around looking for the right folder, and scrolling the folder list if I've got a long list of folders open.  (Like lists of employees, or non-employee people I know, or other organizations, or...)  A fix would be to implement a typing-based search tool, like the Nostalgy plugin for Thunderbird.  (Oh, and the search tool will tell you what folder an email is in, but not what the hierarchical path to that folder is.  Good luck finding the folder if yours are deeply nested, like mine.)<br /><br />Styles in Powerpoint: Have you ever watched a PP presentation where the font sizes keep changing from one slide to the next?  That's because the only way to change font size (or other font characteristics) in PP is to select some text and set its font size.  Why can't Powerpoint have styles, like Word does?<br /><br />Comments in Powerpoint: We send slide sets around, and while you can sort of embed popups in the slides, it's not as easy to use as it is in Word.  'nuff said.<br /><br />Bottom line: When I can, I use either LibreOffice (which has its own problems) or LaTeX.  Both are free.  If you have a choice, I recommend you do the same.  But I'm giving Office 2013 two stars, not one, because it is usable if you have to use it, and it has reasonable functionality (if you can find it in the ribbon)."
4,Is fantastic and is the best antivirus software out there. Use it to see what I am talking about. You will love it too.
3,"This is my third version of the program, and I like it. My only complaint is that the calculates the drive time based on arrival time rather than departure time. So on a long trip, the first day often starts at five pm and ends at 6 pm in order for you to arrive and the next day's destination by 6 pm."
0,"It send to me the web site to download the product, but I am unable to download. I have to buy the anti virus at best buy. Could you send me the refund for this product. Thank you very much.<br />Duc Nguyen<br />PS: if you need further information please email me at duc1070@gmail.com"
3,"I bought this because of the ratings and reviews. I like it and it is working great. The only thing that was difficult was the installation with existing virus protections. On the first computer, Norton removed the existing virus software -- no problem. The next 2 computers it only removed parts and I had to contact the other company for assistance."
4,"I've used H&R Block's Tax software for years and have always been impressed with how comprehensive it is. This year's release was no exception, installing flawlessly, transferring my personal info from last year's return, then taking me step-by-step through the entry of my tax info for the year. Start to finish, it only took a couple of hours and my taxes were finished and filed electronically. I always dread 'tax time'  but this software makes it as fast and painless as possible, and I highly recommend it to anyone filing individual income taxes."
4,This is the best free AV I have ever used. In fact its better than other AV solutions that I have paid for. I'm very impressed and have told others to get it!
0,"SO, i bought two cheap products and had no luck(couldn't even install it) so i installed this. Phh S***ty program! The video is extremely poor, has lines running threw it and it isnt my device, i can hook it to my television and its awesome. Run it threw this program and its CRAP, even worse the sound does not WORK! I contacted amazon and they would refund me on my cheap two (totaling $25) but the $40 product i have to eat. Im thinking i may be done with amazon im sick of being BURNED"
3,"Always a Solid Choice That Just Works Quietly on its own, without needing you to babysit it as I have found with other protection software."
4,easy to start and intuitive to use.
2,DIDN't realize that this was only a 30 day trial unroll  it was all over. Why pay  nearly 25 dollars for something you can get for a trial period of 30 days for free. Very disappointed
4,"I have used Avast (Free version) for a long time on my home computers and have never had any issues what-so-ever with it. It's clean, efficient and has protected me from malware and viruses on more than a dozen occasions."
3,"I've been using Avast! free anti-virus for many years and I highly recommend it.<br /><br />This product works at least as well as the other brands but it doesn't eat up my system resources like the others do.<br /><br />The only negative I have to offer is that they try to push Google's browser and toolbar on you, which are other items that you don't need but if you pay attention during the installation and uncheck those boxes you'll receive the best free virus protection on the market today."
2,"Before I downloaded this, I read the reviews that said it would not downgrade from the earlier Deluxe versions.  \\""No problem\\"", I thought.  I was using the 2007 Basic program so I ASSUMED that it would work.  That's not a downgrade, after all...    Well, during the install, the software tells you that it won't accept previous versions of data.  However, I went through the install process (after backing up my data files on a different drive) and the 2010 Starter version DID convert my Quicken 2007 Basic files for use.  A pleasant surprise to be sure."
3,"I don't think it's fair to give a review of 1-star just because you didn't do your homework as to understanding the feature differences between the two Maya packages.<br /><br />Unlike the full Maya version, LT is geared towards &#34;Indie&#34; and hobbyist game developers and therefore strips out the Maya Renderer and other features from the full package not necessary for game development. (Game engines have their own renderer, you don't need the Renderer in Maya LT.  LT does however include Hypershade where you can author your textures and see exactly how they will look once in your game engine!)<br /><br />In no way does this make the package unusable for what it was placed onto the market for; creating 3D animated and textured assets for your games.<br /><br />Maya LT 2016 has even added Sculpting and 1-button export into Unreal Engine 4 and Unity which are the most popular engines available at this point in time.<br /><br />Rate the program on the merits of what it purported to do, not on the fact you neglected to read and compare the features between LT and the full version before your purchase."
2,"When I first came across Avast! a couple years ago, I was very impressed. Since that time (like many others) they lost sight of their core market. Many of us just want an economical and effective anti-virus program. I don't want &#34;web protection&#34;, a &#34;browser cleaner&#34;, a &#34;Firewall&#34;, etc. I want a good anti-virus! Period."
4,"I've been using the free avast! anti-virus program for several years now. Never had a problem--have received alerts to keep me safe. Easy to update, low-maintenance. Just what I want. Love it!!!!!!! Thanks, avast!"
0,It wouldn't work!!
1,"I have been using Quicken since the very first release, a long time ago.  I upgraded from 10 when I had to.  I don't intend to use a phone to track expenses, so I see no benefit.  On the other hand, it is MUCH slower than earlier versions."
1,"Signed up for the unlimited service, assuming that the system will provide me a tool to back up all the folders and will sync automatically when a document is changed. But no such luck. I have admired Amazon for their service and products (we use their AWS service at work and it is super), but this service, some what cheaper from others, is not a Amazon class service. I realize this service may be ---  work in progress. But what we need a means to have an app that when you change a document on your PC, the app automatically uploads the new file on the drive. I uploaded 80G of data over many hours and now if I change few files this week on my PC, or add new files, what do I do to ensure that if my hard drive crashes, I can get the latest files from the Amazon Drive. Reload all files again or keep track of each change manually. HELP !!!!"
